ExchangeCode,ShortName
RSWM,RAJSPI
CHEMFAB,CHEALK
RAJSREESUG,RAJSUG
SGBMR29XII,SGBT49
ARVEE,ARVLAB
RALLIS,RALIND
ANURAS,ANURAS
RANASUG,RANSUG
AUTOLEC,AUTIND
LXCHEM,LAXORG
RANEHOLDIN,RANMAD
RASLAMIPAK,RASPRO
CRAFTSMAN,CRAAUT
ROOFITIND,ROOIN
RAYMOND,RAYMON
RAYMONDSYN,RAYSYN
RCF,RCF
HITECH,HITPIP
REALVALAPL,REAVAL
RECKCOLMAN,RECCOL
THEJO,THEENG
RELIANCE,RELIND
PROZONINTU,PROCAP
MORARJEE,MORTEX
KITEX,KITGAR
MAYURUNIQ,MAYUNI
ROSSELLIND,ROSIN
DUCON,DUCINF
CINEMAXIN,CINMAX
SUNCLAYLTD,SUNCLA
ZUARI,ZUAAGR
RICOAUTO,RICAUT
CARERATING,CARE
RIIL,RELII
PCJEWELLER,PCJEW
INDUSTOWER,BHAINF
ROSSELL,ROSIND
VMART,VMART
AVERY,AVEIND
RUBYMILLS,RUBMIL
MOHITIND,MOHIND
ANKITMETAL,ANKMET
NAKODA,NAKLIM
RUCHISTRIP,RUCSTR
SABERORGAN,SABORG
KALYANKJIL,KALJEW
ICICINIFTY,ICINIF
RPGTLTD,RPGTRA
NIF100BEES,REL100
REPCOHOME,REPHOM
SAIL,SAIL
SAKHTISUG,SAKSUG
SURYODAY,SURSMA
ORIENTELEC,ORIELE
NIBL,NRBIND
SALORAINTL,SALINT
ORTINLAB,ORTLAB
GSCLCEMENT,GUJSID
NAZARA,NAZTEC
VIVIDHA,VISPOL
SANDESH,SANDES
VIMALOIL,VIMOIL
SANDVIKAS,SANASI
JUSTDIAL,JUSDIA
SANGHIIND,SANGHI
SUVIDHAA,SUVINF
SANGHIPOLY,SANPOL
NIVINFRA,SVELEC
ICICI500,ICI500
CEREBRAINT,CERINT
WONDERLA,WONHOL
ATULAUTO,ATUAUT
FCONSUMER,FUTVEN
ORIENTCEM,ORICEM
AXISTECETF,AXITEC
ABFRL,ADIFAS
IBULHSGFIN,INDHO
SATYAMCOMP,SATCOM
SOTL,SAVOIL
SDL26BEES,NIPSDL
JINDALSAW,JINSAW
ESSENTIA,INTGAR
ICICINF100,ICI100
SBIN,STABAN
SCI,SCI
BAJAJHLDNG,BAJHOL
NTL,SUJTOW
VEDL,VEDLIM
SESHAPAPER,SESPAP
SHAMKNSPIN,SHASPI
SHANTIGEAR,SHAGEA
BAJAJHIND,BAJHIN
PILITA,PILITA
SHASUNPHAR,SHADRU
SHAWALLACE,SHAWAL
SFCL,STAFER
AFLPP,ARVPP1
SHREDIGCEM,SHRDIG
SHARONBIO,SHABIO
THOMASCOTT,THOSCO
SHREECEM,SHRCEM
IGRID-RE,INDRE1
DBSTOCKBRO,DBINT
COMPUSOFT,COMSOF
RHIM,ORIREF
SATINPP1,SATPP1
MCX,MCX
TIINDIA,TUBIN
SCHNEIDER,SCHELE
NDL,NANDEN
SHREYANIND,SHRIN
CRMFGETF,CANGOL
BARBEQUE,BARNAT
PROVOGE,PROVOG
MGOLD,MOTGOL
SHREYAS,SHRSHI
SHRIYAMSEC,SHRSEC
HONDAPOWER,SHRHON
MTEDUCARE,MTEDU
NBCC,NBCC
LYPSAGEMS,LYPGEM
ORBTEXP,ORBEXP
SIDDHIKA,SIDCOA
BORORENEW,BORGLA
SIEMENS,SIEMEN
JPOLYINVST,JININV
NGCT,NORCOM
RELNIFTY,RELNIF
SIMPLEXINF,SIMINF
BAJFINANCE,BAJFI
GILT5YBEES,NIPGIL
KDDL-RE,KAMRE1
SIVIND,SIVIND
SREEL,SRELIM
CNOVAPETRO,CILNOV
SKFINDIA,SKFIND
VMARCIND,VMAIND
PINCON,PINSPI
SMDYECHEM,SMDYE
563GS2026,563D26
664GS2035,664D35
GSKCONS,GLACON
SMZSCHEM,SMZSCH
LODHA,MACDEV
BALAJHOTEL,BALHOT
JTEKTINDIA,SONKOY
ANGELONE,ANGBRO
SOUTHNHERB,SOUHER
SPECIALSTL,TATSSL
NITIRAJ,NITENG
SPIC,SPIC
SPICELEC,SPESEM
SPICFINE,HENSPI
BALAJIDIST,BALDIS
SRF,SRF
TEMBO,SAKEXI
SRIVISHCEM,SRIVIS
STARPAPER,STAPAP
DEEPINDS,DEEIN
VALIANTORG,VALORG
MODISONLTD,MODMET
SUASHDIMON,SUADIA
BALAJIIND,BALI
SUBROS,SUBROS
SUDARSCHEM,SUDCHE
ISGEC,ISGHEA
SULZER,SULIND
SFHL-RE,SUNRE1
SUNDARMFIN,SUNFIN
SUNDRMFAST,SUNFAS
SUNFLAG,SUNIRO
BALKRISIND,BALIND
SUNPHARMA,SUNPHA
SUPERFORGE,SUPFOR
SUPERSPIN,SUPSPI
SUPREMEIND,SUPIND
SURYAROSNI,SURROS
BALMLAWRIE,BALLAW
SWARAJENG,SWAENG
SMLISUZU,SMLISU
AGARIND,AGAIND
SWIL,SWIL
TAINWALCHM,TAICHE
ADORWELD,ADOWEL
TANFAC,TANIND
AJOONI,AJOBIO
TATACHEM,TATCHE
BALRAMCHIN,BALCHI
TATAELXSI,TATELX
TATAFIN,TATFIN
HONAUT,HONAUT
INDIGRID,INGND1
CAMS,COMAGE
INDIGRID,INGND2
INDIGRID,INGND3
TATAMETALI,TATME
INDIGRID,INGND4
TATAPOWER,TATPOW
INDIGRID,INGND5
TATACONSUM,TATGLO
INDIGRID,INGND6
BBOX,AGCNET
INDIGRID,INGND7
INDIGRID,INGND8
TATAMOTORS,TATMOT
INDIGRID,INGND9
TELEPHNCAB,TELCAB
TEXTOOL,TEXTOO
INDIGRID,INGN10
TFCILTD,TOUFIN
BANARBEADS,BANBEA
INDIGRID,INGN11
THERMAX,THERMA
INDIGRID,INGN12
THOMASCOOK,THOCOO
CLSEL,CHASET
TINPLATE,TINCO
PGINVIT,POWINF
TIRUMALCHM,THICHE
TATASTEEL,TATSTE
BANARISUG,BANAMA
TITAN,TITIND
MAFANG,MIRNYS
TNPETRO,TAMPET
TOLANIBULK,TOLBUL
TORNTPHARM,TORPHA
426GS2023,4.26E+25
AXISBPSETF,AXIAAA
TRANSPEK,TRAIN
TTKPRESTIG,TTKPRE
EQUIPPP,GREFIR
BANKPUNJAB,BANPUN
ADANIGREEN,ADAGRE
NAM-INDIA,RELNIP
UCALFUEL,UCAFUE
ELECTROSL,ELESTE
UNICHEMLAB,UNILAB
696TN56,STAND4
UNIFLEX,UNIFLE
MOKSH,MOKORN
ROML,RAJOIL
UNIVCABLES,UNICAB
AXISHCETF,AXIHEA
UNIWESTBNK,UNIWES
UPERGANGES,UPPGAN
USHAINDIA,USHIND
ICICIPHARM,ICIHEA
USHAISPAT,USHISP
JUBLPHARMA,JUBLIF
VANADYCHEM,VANDYE
VARDMNPOLY,VARPO
SOLARA,SOLACT
VESUVIUS,VESIND
BASF,BASF
VINDHYATEL,VINTEL
GAYAHWS,GAYHIG
VIPIND,VIPIND
BATAINDIA,BATIND
VLSFINANCE,VLSFIN
VOLTAS,VOLTAS
TATACOMM,TATCOM
VSTIND,VSTIND
ANMOL,ANMIND
TALWGYM,TALLIF
INGVYSYABK,VYSBAN
WALCHANNAG,WALIND
WARRENTEA,WARTEA
BAUSCHLOMB,BAULOM
SGBMAY29I,SGBT50
SGBJUN29II,SGBT51
FINEORG,FINORG
WATERBASE,WATERB
RELIANCEP1,RELPP1
WEIZMANIND,WEIZMA
VENKEYS,VENIND
RITES,RITLIM
WHEELS,WHEIND
WILLAMAGOR,WILMAG
IWEL,INOWI
WIMPLAST,WIMPLA
WIPRO,WIPRO
WSTCSTPAPR,WESCOA
BBTC,BOMBUR
SGBJU29III,SGBT52
VINEETLAB,VINLAB
SINTERCOM,SINI
ZEEL,ZEEENT
ARIHANTCAP,ARICAP
ZODIACLOTH,ZODCLO
ZODJRDMKJ,ZODJRD
ZUARIIND,ZUAIND
BEL,BHAELE
RUPANGIMPX,RUPIMP
BHARATRAS,BHARAS
TOKYOPLAST,TOKPLA
EUROSOFTAL,EURSOF
MAHLOG,MAHLO
VARROC,VARENG
CAUVERSOFT,CAUSOF
SOMANYCERA,SOMCER
BELCONTROL,BELCON
HATSUN,HATAGR
BRIGHT,BRISOL
STEELTUBES,STETUB
CAPLIPOINT,CAPPOI
PREMIERPOL,PREPOL
KHAITANLTD,KHAFAN
PETRONENGG,PETENG
NATCOPHARM,NATPHA
SAITELE,SAITEL
GLOBE,GLOTEX
GITANJALI,GITGEM
RAMSARUP,RAMIN
JAKHARIA,JAKFAB
BEML,BEML
GOCLCORP,GOCCOR
REMSONSIND,REMIND
TNPL,TAMNEW
MAKE,MARKAY
GREENPLY,GREIN
NIACL,NEWIN
21STCENMGM,TWECM
AEGISCHEM,AEGLOG
CORALFINAC,CORIND
PVP,PVPVEN
NAVA,NAVBHA
AUSOMENT,AUSENT
BERGEPAINT,BERPAI
JAYAGROGN,JAYAGR
PANACEABIO,PANBIO
MARICO,MARLIM
SQUAREDBIO,DSQBIO
AMBANIORG,AMBORG
ADITYAINTL,ADIINT
SILINV,SILINV
HBSL,HBSTOC
SECURCRED,SECCRE
SAMBHAAV,SAMMED
SEARCHEMIN,SEACH
PARAL,PARALU
TULIP,TULITS
BIOFILCHEM,BIOCHE
182D100823,THH23B
KEYFINSERV,KEYCOR
BGFL,BIRGLO
NORBTEAEXP,NORTEA
TCNSBRANDS,TCNCLO
SUBCAPCITY,INTC
ZENITHEXPO,ZENEXP
SUNDRMBRAK,SUNBRA
SANGAMIND,SANIND
BEPL,BHAENG
SOMATEX,SOMTEX
MOTHERSON,MOTSUM
WELENTRP,WELENT
UCL,USHCOL
BHARATFORG,BHAFOR
VISAKAIND,VISIND
WENDT,WENDT
WESTERNBIO,WESBIO
YOKOGAWA,YOKBLU
HDFCAMC,HDFAMC
KHADIM,KHAIND
TRANSCHEM,TRANSC
BHARATGEAR,BHAGEA
ULTRMARINE,ULTPIG
DENORA,DENOR
SUMANMOTEL,SUMMOT
BHARATHOT,BHAHOT
STERTOOLS,STETOO
SHRIRAMFIN,SHRTRA
SNOWCEMIND,SNOIND
SHAMKNFAB,SHAMUL
SHAWGELTIN,NARGEL
SSLFINANCE,ARCSO
PUNJABCHEM,PUNCHE
IFGLEXPOR,IFGREF
PITTIEFIN,PITFIN
NEDUNGBANK,NEDBAN
MYSORPETRO,MYSPET
ICICISENSX,ICISEN
BHEL,BHEL
KITPLYIND,KITIND
ASIANELEC,ASIELE
FIRSTLEASE,FIRLEA
NAMTECHELE,NAMELE
KOPDRUGS,KOPDRU
BIRLAPOWER,BIRYAM
GULFOILLUB,GULLUB
BHORIND,BHOIND
JAGSNPHARM,JAGPHA
KIRLOSINV,KIRIN
LAKSHAUTO,LAKAUT
CREDITACC,CREGRA
INDIANCARD,INDCAR
JMCPROJECT,JMCPRO
HITECHGEAR,HITGEA
HAWKINCOOK,HAWCOO
GESTETNER,GESIND
5PAISA,5PACAP
GUJNRECOKE,GUJNRE
ELECTHERM,ELEIN
ELPROINTL,ELPINT
AARTIDRUGS,AARDRU
PHARMACIA,ABBLAB
ALKYLAMINE,ALKAMI
JCHAC,HITHOM
MPHASIS,MPHLIM
SIGIND,SIGIND
DYNAMATECH,DYNTEC
ICICINXT50,ICINEX
VATSMUSC,VATMUS
LOTTEINDIA,PARCON
SOUNDCRAFT,SOUIND
VIDEOIND,VIDIN
RAMCOIND,RAMIND
CLARIANT,CLARIA
KOTHARIPET,KOTPET
HERITGFOOD,HERFOO
ESCMFGROW,ESCMF
AILIMITED,ABHINT
CABOTINDIA,CABIND
DENABANK,DENBAN
ELGIRUBBER,ELGTYR
SBCL,SHIBIM
BANKBARODA,BANBAR
HDFCLIFE,HDFSTA
JSWISPL,MONISP
EIDERTELE,EIDTEL
SONACOMS,SONBLW
RELCAPITAL,RELCAP
SHYAMMETL,SHYMET
UNIPLY,UNIPLY
OSWALGREEN,OSWGRE
GAIL,GAIL
SKMEGGPROD,SKMEGG
3MINDIA,3MIND
BANKINDIA,BANIND
INDNIPPON,INDNIP
CONCOR,CONCOR
BIRLACABLE,BIRERI
ATLASCYCLE,ATLCYC
DIAPOWER,DIAPOW
FEDDERELEC,FEDLLO
LAKPRE,LAKPRE
DCMFINSERV,DCMFIN
LAKSHMIEFL,LAKOVE
PRATIBHA,PIL
UNITY,UNIINF
PAVCI,MATTEL
HAPPSTMNDS,HAPMIN
BIRLACORPN,BIRCOR
KCPSUGIND,KCPSUG
STINDIA,STI
AISL,ANIINT
DODLA,DODDAI
ICICILIQ,ICILIQ
KSERASERA,KSSLIM
SNOWMAN,SNOLOG
KIMS,KRIINS
INDSWFTLAB,INDLAB
ICEMAKE,ICEMAK
SAREGAMA,SAREIN
FDC,FDC
TORRENTAEC,AHMELE
NRC,NRC
TIMEXWATCH,TIMGRO
ENGINERSIN,ENGIND
MADRASFERT,MADFER
HINDCON,HINCHE
ISIBARS,INDIST
KRISNAFILA,MAVIND
IPL,INDPES
BLUEDART,BLUDAR
ADROITINFO,SPHGLO
GANGAFORGE,GANFO
ICICIBANK,ICIBAN
PHARMABEES,NIPPHA
IRCON,IRCINT
SHARDACROP,SHACRO
APPLEIND,APPFIN
UBENGG,UBENG
VARUN,VARIN
SURYAPHARM,SURPHA
610GS2031,610G31
WALPAR,WALNUT
SVPGLOB,SHRDHA
CLEAN,CLESCI
GRINFRA,GRINFR
SPECTRUM,SPEELE
BRITANNIA,BRIND2
SHEMAROO,SHEENT
MEGA-RE,MEGRE1
PULZ,PULELE
MAZDOCK,MAZDOC
ZOMATO,ZOMLIM
RELIABLE,RELDAT
KPIGREEN,KPIGLO
SGBJUL29IV,SGBT53
SGIL,SYNGRE
PCHFL,PIRND1
PCHFL,PIRND5
PCHFL,PIRND6
PCHFL,PIRND7
BOMDYEING,BOMDYE
PCHFL,PIRND8
PCHFL,PIRND9
CIGNITITEC,CHAINF
JAICORPLTD,JAICOR
PCHFL,PIRN10
PCHFL,PIRN11
BPLENGG,BPLENG
CORPBANK,CORBAN
PCHFL,PIRND4
PCHFL,PIRND3
TATVA,TATCHI
SBIETFCON,SBICON
BONGAIREFN,BONREF
STYLAMIND,STYIND
KOVAI,KOVMED
ANTGRAPHIC,ANTART
GRAUWEIL,GRAWEI
GMDCLTD,GUJMI
ANDREWYU,ANDYUL
IIHFL,IIFND1
IIHFL,IIFND2
IIHFL,IIFND3
ICICIB22,BHA22
MAFSETF,MIRFIN
MAHAPEXLTD,MAHAPE
AAREYDRUGS,AARDR
INDUSINDBK,INDBA
BPCL,BHAPET
PDSL,PDSMUL
GLS,GLELIF
UTIAMC,UTIAMC
ROLEXRINGS,ROLRIN
SBBJ,STABIK
PRITIKAUTO,SHIMAC
NPST,NETPEO
BPL,BPL
ICICIFMCG,ICIFMC
REXPIPES,REXPIP
UGROCAP,CHOSEC
SBT,STABTR
LLOYDFIN,LLOFIN
EXXARO,EXXTIL
KRSNAA,KRSDIA
WINDLAS,WINBIO
DEVYANI,DEVIN
ASAHIINDIA,ASAIND
MFL,MEGF
AAVAS,AAVFIN
MOL,MEGORG
NGIL,NAKGRO
CARTRADE,CARTEC
BPLSANTECH,BPLSAN
GLOBLTRUST,GLOTRU
NUVOCO,NUVVIS
TRIGYN,TRITE
APTUS,APTVAL
BPLSANUTIL,BPLSU
CHEMPLASTS,CHESAN
SGBAUG29V,SGBT54
DUGLOBAL,DUDIGI
PARIN,PARFUR
BRITANNIA,BRIIND
GRSE,GARREA
JYOTISTRUC,JYOSTR
AIMCOPEST,AIMPES
YUKEN,YUKIND
SERVOTECH,SERPOW
PENTSFWARE,PENGRA
JAIPURKURT,NANCRE
KOTHARIPRO,KOTPRO
RELINFRA,RELINF
PSIDATASYS,PSIDAT
ABMINTLLTD,ABMINT
AAATECH,AAATEC
WYETH,WYELED
SGBSEP29VI,SGBT55
667GS2035,667I35
AMIORG,AMIORG
VIJAYA,VIJDIA
BSL,BSL
SHREEKRPOL,KLIIND
SHREEKRPET,ESKNIT
INTLCONV,INTCON
WOOLWORTH,UNILIM
ASTRAZEN,ASTPHA
GANESHBE,GANBEN
IPRINGS,IPRING
ITDCEM,ITDCEM
PAR,PARDR
J&KBANK,JAMKAS
VINNY,VINOVE
SHANTI,SHAOVE
BEWLTD,BEWENG
BURRWELCOM,BURWEL
BBTCL,BBTRIP
ARCHIES,ARCLIM
CUB,CITUNI
BASML-RE,BANRE1
PRAXIS-RE,PRARE1
SHREMINVIT,SHREIN
CMC,CMC
ASIAN-RE1,ASIRE1
FELIX,FELIND
AXISCETF,AXICON
CADBURY,CADIND
CYIENT,CYILIM
SANSERA,SANEN
LIKHITHA,LIKINF
MASPTOP50,MIRS50
KIL-RE,KESRE1
RPP-RE,RPPRE1
IBULHSGFIN,INHND1
IBULHSGFIN,INHND2
IBULHSGFIN,INHND3
IBULHSGFIN,INHND4
IBULHSGFIN,INHND5
IBULHSGFIN,INHND6
IBULHSGFIN,INHND7
IBULHSGFIN,INHND8
CANFINHOME,CANHOM
IBULHSGFIN,INHND9
IBULHSGFIN,INHN10
IBULHSGFIN,INHN11
IBULHSGFIN,INHN12
KOTAKBKETF,KOTBAN
IBULHSGFIN,INHN13
IBULHSGFIN,INHN14
IBULHSGFIN,INHN15
IBULHSGFIN,INHN16
IBULHSGFIN,INHN17
LAGNAM,LAGSPI
QUADPRO,QUAITE
CAPRIHANS,CAPIND
SQRDSFWARE,DSQSOF
AGREVOIND,AGREVO
CIBASPEC,HINCIB
AXISBANK,AXIBAN
PARAS,PARDEF
GRAPHITE,CAREVE
INTELLECT,INTDES
MONTECARLO,MONCAR
UWCSL,ULTWIR
SOUTHBANK,SOUBAN
CARBORUNIV,CARUNI
AIRTEL-RE,BHARE1
BHARATIDIL,BHADEF
BSLSENETFG,BIRSEN
VARUNSHIP,VARSHI
CARRIERAIR,CARAIR
TATAVASHIS,VASDET
COASTCORP,COATRA
JAINAM,JAIFER
ABSLAMC,ADIAMC
CCI,CABCOR
EIFFL,EUROIN
PASUPTAC,PASACR
CYBERTECH,CYBTEC
BMETRICS,BOMMET
BESTCROMP,BESCRO
LICNETFGSC,LICGSC
ATGL,ADAGAS
AIROLAM,AIRLAM
DYNAMIC,DYNSER
DESTINY,DESLOG
GOODLUCK,GOOLUC
364D131022,TYJ22B
PANSARI,PANDEV
ARTNIRMAN,ARTNIR
CENTAKCHEM,CENCHE
BHAGCHEM,BHAC
IIFL,IIFL26
IIFL,IIFL27
IIFL,IIFL28
CENTENKA,CENENK
IIFL,IIFL29
IIFL,IIFL30
FCL,FINCHE
IIFL,IIFL31
IIFL,IIFL32
CAMLINFINE,CAMFIN
364D201022,TYJ22C
SIKKO,SIKIND
DTIL,DHUTE
MILTONPLAS,MILPLA
3IINFOLTD,3IINFO
PREMIER,PREAU
DKEGL,DKENTE
CENTURYTEX,CENTEX
ESCORTSFIN,ESCFIN
NAHARINTL,NAHINT
SELMC,SELMAN
MEDICAMEQ,MEDBIO
CESC,CESC
GULPOLY,GULPOL
KILPP,KESPP1
HEALTHY,ADIHEA
APOLSINHOT,APOSI
MAARSOFTW,MAASOF
IDBIBANK,IDBBAN
IGARASHI,IGAMOT
MAN50ETF,MIRETF
SRGINFOTEC,PANCOR
NATIONALUM,NATALU
364D271022,TYJ22D
SICAL,SICAL
CHAMBLFERT,CHAFER
SUULD,SUULIF
THIRUSUGAR,THIARO
CCHHL,COUCLU
TUTICORALK,TUTALK
LAMBODHARA,LAMTEX
DNAMEDIA,DILMED
KRITI,KRIIND
MANORG,MANORG
AIRTELPP,BHAPP1
KOTYARK,KOTIN
TECHNOE,TECEEC
ICICICONSU,ICICON
SHUBHLAXMI,SHUJEW
TECH,ADINIT
TULSI,TULEXT
364D021122,TYK22A
IRIS,IRIBUS
ORIENTINFO,ORIINF
PATINT-RE1,PATRE1
SGBNV29VII,SGBT56
CHAMPDANY,CHAIN
VLIFE-RE1,VIKRE1
NHIT,NATHIG
PHILCORP,KORFOD
GRPLTD,GRPLTD
NYKAA,FSNECO
LAXMICOT,LAXCOT
PAEL,PREAUT
364D101122,TYK22B
FINOPB,FINPA
NIDAN,NIDLAB
SONATSOFTW,SONSOF
GENUSPAPER,GENPAP
DSPNEWETF,DSPEQU
SIGMA,SIGSOL
NXTDIG-RE,NXTRE1
SJS,SJSENT
VXLINSTR,VXLINS
POLICYBZR,PBFINT
INNOVANA,INNTHI
SIGACHI,SIGIN
MIRZAINT,MIRINT
CHESLINTEX,CHETEX
INFARINDIA,INFAR
FOODSIN,FOOINN
PENTACOMMU,PENCOM
DRSDILIP,DRSDIL
RAMAPETRO,RAMPET
SUNEARTH,SUNEC
574GS2026,574K26
UGROCAP,UGRND2
PAYTM,ONE97
IVC,ILFVEN
MOLDTKPAC,MOLPAC
SAPPHIRE,SAPFOO
JINDALSTEL,JINSP
364D171122,TYK22C
MARSHALL,MARMAC
EXIDEIND,EXIIND
BRABOURNE,SEARLE
RUSHILPP,RUSPP1
NIPPOBATRY,INDNAT
BGEAR-RE,BHGRE1
SBC,SBCEXP
CRESTANI,CRECOM
STEELCAS,STECAS
LATENTVIEW,LATVIE
IHCL-RE,INHRE1
795GS2032,795H32
FOCUS,FOCLIG
ATCOM,ATCIND
SMLT,SARME
GREENLAM,GREEIN
CHOLAFIN,CHOINV
DHRUV,DHRCON
BAJAJHCARE,BAJHEA
74GS2035,740I35
824GS2027,824B27
VISHNU,VISCHE
RPPL,RAJP
TITAGRSTEL,TITIN
MODIRUBBER,MODRUB
364D241122,TYK22D
CIPLA,CIPLA
TARSONS,TARPR
GANECOS,GANECO
LINC,LINPEN
MENONBE,MENBEA
456GS2023,456K23
GOCOLORS,GOFASH
NETVISTAIT,NETINF
E-SERVEINT,CITSEC
BSOFT,KPITEC
AARTIIND,AARIND
364D011222,TYL22A
VECO-RE1,VIERE1
POLARIS,POLCON
HEMIPROP,HEMPRO
SHIVALIK,SHIRAS
DICIND,DICIND
ASIANENE,ASIOIL
HESTERBIO,HESPHA
ACCELYA,ACCKAL
MADURACOAT,MADCOA
364D081222,TYL22B
MAHKTECH,MIRTEC
SHRADHA,SHRAIN
STARHEALTH,STAHEA
COCHINREFN,COCREF
SEJALLTD,SEZGLA
SGBD29VIII,SGBT57
VLIFEPP,VIKPP1
TEGA,TEGIND
824GS2033,824K33
JMA,JULMOT
817GS2044,817L44
ZODIAC,ZODENE
772GS2055,772J55
759GS2026,759A26
SHALBY,SHALIM
ANANDRATHI,ANARAT
HEUBACHIND,CLACHE
AFTEK,AFTINF
GLODYNE,GLOTEC
INDUSFILA,INDFIL
VXL,VXLIN
684GS2022,684L22
364D151222,TYL22C
MICEL,MICELE
SPMLINFRA,SPMINF
RATEGAIN,RATTRA
SYNDIBANK,SYNBN
NUCHEM,NUCHEM
BBETF0432,BHABO5
SHRIRAMPPS,SHRPRO
SREINFRA,SREINF
717GS2028,717A28
JETFREIGHT,JETFRE
737GS2023,737D23
SBIETFQLTY,SBIQUA
SBIETFPB,SBIEPB
MAPMYINDIA,CEINFO
HCLTECH,HCLTEC
TATACOFFEE,TATCO
JCT,JCTIND
METROBRAND,METBRA
EUPHARMLAB,EUPLAB
MEDPLUS,MEDHEA
CONTNLCONS,CONCON
UDAICEMENT,UDACEM
JTLIND,JTLINF
INDIANORG,INDORG
VISESHINFO,VISINF
ASSAMCO,ASSCOM
DCMSRIND,DCMSI
EUROBOND,EURPAN
ABSLNN50ET,BIRNEX
RAJRAYON,RAJRAY
SETFNN50,SBIN50
WELLWININD,WELIN
DATAPATTNS,DATPAT
COREPARENT,CORHEA
SETFNIFBK,SBIBAN
STAR,STRSHA
HPAL,HPADHE
FOCE,FOCIN
COROMANDEL,CORINT
SUPRIYA,SUPLIF
SBIETFIT,SBIEIT
RAJESHEXPO,RAJEXP
GLENMARK,GLEPHA
NILASPACES,NILSPA
KOTAKALPHA,KOTN50
MANAKCOAT,MANCOA
COSMOFIRST,COSFIL
MANAKALUCO,MANAL
MONQ50,MOTQ50
HECPROJECT,HECINF
ZENITHINFO,ZENINF
DSPN50ETF,DSPN50
DSPQ50ETF,DSP150
MANAKSTEEL,MANSTE
WOCKPHARMA,WOCKHA
ZENTEC,ZENTEC
TREJHARA,TRESOL
LCCINFOTEC,LCCINF
NRBBEARING,NRBBEA
GONTERPEIP,GONPEI
UNITEDPOLY,UNIPOL
IVRCLINFRA,IVRINF
CRISIL,CRISIL
BEARD-RE,BEARE1
MELSTAR,MELINF
SHIVAM-RE,SHIRE1
CGPOWER,CROGRE
CMSINFO,CMSIN
VIVO,VIVCOL
KRISHNAENG,KRIENG
SKUMARSYNF,SKUMAR
VALUEIND,VIDAPP
WINSOMEDJ,WINDIA
ALPSINDUS,ALPLAB
SHREERAMA,SHRR
IIHFL,IIFND4
IIHFL,IIFND5
ATVPETRO,SVCSUP
IIHFL,IIFND6
GEOMETRIC,GEOLIM
IIHFL,IIFND7
IIHFL,IIFND8
IIHFL,IIFND9
IIHFL,IIFN10
IMAGICAA,ADLENT
IIHFL,IIFN11
KOHINOOR,KOHFOO
MONARCH,NETSTO
DABUR,DABIND
CEATFIN,CEAFIN
ABCOTS,ABCOT
UNIINFO,UNITEL
TIMESCAN,TIMLOG
DALMIASUG,DALSUG
WEL,WONFIB
NETF,TATNIF
AUTORIDFIN,AUTFIN
654GS2032,654A32
ICICIAUTO,ICIAUT
BIL,BHAINT
RAMCOSYS,RAMSYS
INOXWIND,INOWIN
GEPIL,ALSIND
SGBJAN30IX,SGBT58
AUTOBEES,NIPAUT
MHLXMIRU,MAHRUB
KALYANISHP,SHARP
ALEMBICLTD,ALECHE
LFIC,THELAK
EIMCOELECO,EIMELE
BYKE,THEBYK
AGSTRA,AGSTRA
ZYDUSLIFE,CADHEA
AVANTIFEED,AVAFEE
MOLDTEK-RE,MOLRE1
ICICISILVE,ICIPSE
PRECISION,PREME
MALLCOM,MALIND
MAMFGETF,MIRMAN
GRWRHITECH,GARPOL
DAURALAORG,DAUORG
SILVER,ADISIL
DHANILOANS,ICFN27
CINEVISTA,CINEVI
726GS2029,726A29
DHANILOANS,ICFN28
SHIVATEX,SHITEX
DHANILOANS,ICFN29
DCM,DCM
MAHLIFE,MAHLIF
ZENITHCOMP,ZENCOM
KTKBANK,KARBAN
DHANILOANS,ICFN30
DHANILOANS,ICFN31
DHANILOANS,ICFN32
DHANILOANS,ICFN33
DALBHARAT,ODICEM
KOTAKMID50,KOTMID
DCMDAEWOO,DAEMOT
SILVERBEES,NIPSIL
CROWN,CROLIF
BETA,BETDRU
DCMSHRIRAM,DCMSHR
AWL,ADAWIL
RPSGVENT,CESVEN
BSHSL,BOMSUP
AJANTPHARM,AJAPHA
CURATECH,CURTEC
BLBLIMITED,BLBLTD
DEVIT,DEVINF
MEGASTAR,MEGFOO
FIBERWEB,PVDPLA
SPENCERS,SPERET
MANYAVAR,VEDFAS
DCW,DCW
SAGARDEEP,SAGALL
MOMOMENTUM,MOTM30
RICHA,RICINF
INCRED,INCND1
BANKA,BANBIO
INCRED,INCND2
INCRED,INCND3
MADHAVBAUG,VAISAN
SOFTTECH,SOFENG
IGS,MASSYS
DEEPAKFERT,DEEFER
732GS2024,732A24
JAINSTUDIO,JAISTU
PRITI,PRIINT
CHOWGULSTM,CHOSTE
BLUESTARCO,BLUSTA
SGBOC28VII,SGBT44
ICICI5GSEC,ICIGSE
MUKANDENGG,MUKENG
UTTAMSTL,UTTSTE
PHOENXINTL,PHOINT
SB&TINTL,SBTINT
KINETICENG,KINENG
SHIGAN,SHIQUA
CALSOFT,CALSOF
SGBMAR30X,SGBT59
WOCKH-RE,WOCRE1
MAM150ETF,MIR150
HAVISHA,SHRSH
DHFL,DEWHOU
RUCHINFRA,RUCINF
VIPULLTD,VIPLTD
RSSOFTWARE,RSSOFT
